zone_id,total_revenue,avg_revenue,trip_count,avg_distance,avg_fare,revenue_per_trip,stress_score
252,10129.18,36.04690391459075,281,8.095231316725979,32.60772241992883,36.04690391459075,0.34849745316498043
253,3864.25,48.914556962025316,79,9.186962025316456,41.646708860759496,48.914556962025316,0.2940934665899078
254,38892.58,41.730236051502146,932,10.444270386266094,38.58920600858369,41.730236051502146,0.32525736330705346
255,255496.15,28.83703724604966,8860,4.5637460496613995,25.110186230248306,28.83703724604966,0.3880024077798238
256,162964.51,29.527905417648125,5519,4.532433411849973,25.963339373074835,29.527905417648125,0.3815325471361533
257,13424.73,32.58429611650485,412,6.289101941747573,29.48169902912621,32.58429611650485,0.36321891498547504
258,25168.41,34.90764216366158,721,7.271192787794729,31.936005547850208,34.90764216366158,0.3537640539754527
259,21786.89,42.63579256360078,511,10.871487279843445,39.668610567514676,42.63579256360078,0.32099519831886725
260,90897.9,35.786574803149605,2540,4.623267716535433,29.89318503937008,35.786574803149605,0.3520011417380258
261,1606545.47,30.20446840512136,53189,4.184579330312658,23.58472898531651,30.20446840512136,0.4294845626445594
262,2460976.29,20.615162803555123,119377,2.5645876508875247,15.25127696289905,20.615162803555123,0.5404029153389012
263,3204172.89,19.41217066521265,165060,2.2981228644129406,14.041922270689446,19.41217066521265,0.5941526650964786
